"AED모델명","우편번호(앞자리)","우편번호(뒤자리)","관리책임자명","관리자연락처","설치기관주소","설치기관전화번호","설치위치","제조사","설치기관명","경도","위도"
"HR-501","075","76","이찬준","02-2658-0111","서울특별시 강서구 공항대로43길 104 (등촌동 등촌주공78단지아파트)","010-9133-6874","관리사무소 앞","라디안","등촌주공7단지아파트","126.8508314177","37.5607979388"
"저출력심장충격기(3등급)","045","26","김도은","02-2095-4954","서울특별시 중구 남대문로5길 15  (북창동)","02-772-0900","B1F 휘트니스센터","(주)나눔테크","소테츠호텔즈더스프라지르서울명동","126.9787396334","37.5620745265"
"저출력심장충격기(3등급)","045","26","김도은","02-2095-4954","서울특별시 중구 남대문로5길 15  (북창동)","02-772-0900","1F 프런트 데스크","(주)나눔테크","소테츠호텔즈더스프라지르서울명동","126.9787396334","37.5620745265"
"HR-501-B","046","37","김상희","02-2673-7711","서울특별시 중구 후암로 98","02-2673-7711","1층 로비","라디안큐바이오","LG서울역빌딩","126.9749000192","37.5539208289"
"HR-501-B","046","37","김상희","02-2673-7711","서울특별시 중구 후암로 98","02-2673-7711","2층 건강관리실 내부","라디안큐바이오","LG서울역빌딩","126.9749000192","37.5539208289"
"HeartOn A10","070","62","정지혜","02-840-1526","서울특별시 동작구 여의대방로20길 33  (신대방동)","02-840-1509","1F 입구안쪽","메디아나","서울시립발달장애인복지관","126.9181730058","37.4905572813"
"자동 심장 제세동기","041","29","남윤희","02-362-9804","서울특별시 마포구 마포대로 195  (아현동 마포 래미안 푸르지오)","02-362-9804","마포래미안푸르지오아파트 1단지","니혼코텐(주)","마포래미안푸르지오아파트","126.9528379434","37.5552726923"
"자동 심장 제세동기","041","29","남윤희","02-362-9804","서울특별시 마포구 마포대로 195  (아현동 마포 래미안 푸르지오)","02-362-9804","서울특별시 마포구 마포대로 195 마포래미안푸르지오 (아현동)","니혼코텐(주)","마포래미안푸르지오아파트","126.9555151263","37.5541970391"
"자동 심장 제세동기","041","29","남윤희","02-362-9804","서울특별시 마포구 마포대로 195  (아현동 마포 래미안 푸르지오)","02-362-9804","서울특별시 마포구 마포대로 195 마포푸르지오아파트 (아현동)","니혼코텐(주)","마포래미안푸르지오아파트","126.9541268457","37.5527301338"
"자동 심장 제세동기","041","29","남윤희","02-362-9804","서울특별시 마포구 마포대로 195  (아현동 마포 래미안 푸르지오)","02-362-9804","서울특별시 마포구 마포대로 195 마포래미안푸르지오 (아현동)","니혼코텐(주)","마포래미안푸르지오아파트","126.9524396096","37.5543264850"
"자동 심장 제세동기","041","29","남윤희","02-362-9804","서울특별시 마포구 마포대로 195  (아현동 마포 래미안 푸르지오)","02-362-9804","서울특별시 마포구 마포대로 195 마포래미안푸르지오아파트(아현동)","니혼코텐(주)","마포래미안푸르지오아파트","126.9517612666","37.5532607799"
"자동 심장 제세동기","041","29","남윤희","02-362-9804","서울특별시 마포구 마포대로 195  (아현동 마포 래미안 푸르지오)","02-362-9804","서울특별시 마포구 마포대로 195 마포래미안푸르지오아파트 (아현동)","니혼코텐(주)","마포래미안푸르지오아파트","126.9528306636","37.5533558167"
"자동 심장 제세동기","041","29","남윤희","02-362-9804","서울특별시 마포구 마포대로 195  (아현동 마포 래미안 푸르지오)","02-362-9804","서울특별시 마포구 마포대로 195 마포래미안푸르지오아파트 (아현동)","니혼코텐(주)","마포래미안푸르지오아파트","126.9524723081","37.5540719663"
"자동 심장 제세동기","041","29","남윤희","02-362-9804","서울특별시 마포구 마포대로 195  (아현동 마포 래미안 푸르지오)","02-362-9804","서울특별시 마포구 마포대로 195 마포래미안푸르지오아파트 (아현동)","니혼코텐(주)","마포래미안푸르지오아파트","126.9537846598","37.5524856047"
"AED-1200L","075","05","김영식","02-2660-4121","서울특별시 강서구 하늘길 76","02-2660-4047","국내선 BSA 3번-4번 벨트","NIHON KOHDEN","한국공항공사 서울지역본부","126.8030362371","37.5587601044"
"AED-1200L","075","05","김영식","02-2660-4121","서울특별시 강서구 하늘길 76","02-2660-4047","국제선 BSA 화장실 옆","NIHON KOHDEN","한국공항공사 서울지역본부","126.8008838904","37.5656211763"
"HeartPlus NT-180","028","43","보건교사","926-4272","서울특별시 성북구 인촌로17가길 46  (안암동2가)","9264272","1층 보건실 앞","(주)나눔테크","용문고등학교","127.024660116","37.5886906866"
"i-PAD NF1200","050","69","김소희","02-2049-4119","서울특별시 광진구 뚝섬로37길 28 자양고등학교 (자양동)","02-2049-4100","자양고등학교 체육관 1층 입구","씨유메디칼시스템","자양고등학교","127.0733395353","37.5360779677"
"HR-501-B","077","02","박용범","02-311-1071","서울특별시 강서구 화곡로 179 대한상공회의소 서울기술교육센터 (화곡동)","02-311-1071","서울기술교육센터 3층 승강기 앞","라디안큐바이오","대한상공회의소 서울기술교육센터","126.8412866574","37.5423097324"
"G3S AED","047","73","정지영","010-5169-5578","서울특별시 성동구 왕십리로 16 (성수동1가 트리마제)","02-468-0520","커뮤니티센터 카페테리아 앞","Cardiac Science","트리마제","127.0446715182","37.5392578661"
"HeartOn A10","051","14","신하정","02-447-9985","서울특별시 광진구 뚝섬로64길 45 광진중학교 (자양동)","02-447-2750","본관 1층 중앙현관(행정실 출입문 외부의 좌측벽면)","메디아나","광진중학교","127.0901621269","37.5322204011"
"HeartPlus NT-180","043","90","김동수","010-4542-5355","서울특별시 용산구 녹사평대로 150 용산구보건소","02-2199-8184","보건소 지하1층 건강관리센터 내","(주)나눔테크","용산구보건소","126.9904782551","37.5324526547"
"HeartPlus NT-180","086","08","정동균","02-809-8406","서울특별시 금천구 벚꽃로 40  (독산동 금천롯데캐슬골드파크1차아파트)","02-809-8406","관리사무실","(주)나눔테크","금천롯데캐슬골드파크1차아파트(1743세대)","126.8928435846","37.4600572231"
"HeartPlus NT-180","086","55","한춘례","02-896-0736","서울특별시 금천구 금하로 793  (시흥동 벽산1단지아파트)","02-896-0736","관리사무실","(주)나눔테크","시흥벽산1단지아파트(1246세대)","126.9182475688","37.4522134898"
"HeartPlus NT-180","086","39","한정미","02-809-2227","서울특별시 금천구 시흥대로 97  (시흥동)","02-6745-3030","상가사무실 2층","나눔테크","시흥유통상가","126.9010723693","37.4446821230"
"HeartPlusNT-180","039","68","소수영","02-3141-9544","서울특별시 마포구 성미산로7길 24 서울성서초등학교 (성산동)","02-3141-9544","1층 방송실 맞은 편","나눔테크","서울성서초등학교","126.9109241839","37.5605957482"
"HR-501","049","78","정윤재","02-3394-9484","서울특별시 광진구 광나루로 545 (구의동 래미안파크스위트)","0233949484","관리사무소 출입문옆","(주)라디안큐바이오","래미안 파크스위트아파트","127.0903629860","37.5458478705"
"HeartPlus NT-180","052","77","김대권","02-442-9927","서울특별시 강동구 고덕로80길 134 (상일동 고덕숲아이파크)","02-442-9927","107동 1층","㈜나눔테크","고덕숲아이파크아파트","127.1635419837","37.5506706227"
"HS1","061","41","김혜미","010-8320-0238","서울특별시 강남구 논현로 508 GS강남타워 2층 (역삼동)","02-2005-1237","2층 로비","필립스","GS타워","127.0373386612","37.5019932196"
"HeartPlus NT-180","016","98","김영삼","02-931-1178","서울특별시 노원구 상계로26길 20","029311178","103동 앞 외곽승강기 입구 내","나눔테크","대동아파트","127.0707216316","37.6573019780"
"Hearton A10-G4","065","46","박재형","010-4879-7202","서울특별시 서초구 신반포로 176 센트럴시티 (반포동)","010-4879-7202","지하3층 엘리베이터 1 2앞 공용부","(주)메다아나","신세계센트럴시티(호남선터미널)","127.0040432195","37.5049250671"
"HEARTSTART HS1","062","32","나솔이","010-7645-2708","서울특별시 강남구 강남대로 388 강남센타빌딩 6.7층 (역삼동)","02-3420-2020","아이리움안과 7층 대기실 고객 PC테이블","필립스","아이리움안과의원","127.0284225261","37.4974495848"
"AED-2100K","068","05","정유진","3498-2520","서울특별시 서초구 양재대로12길 74 서울추모공원 (원지동)","02-3498-2520","2층로비","니혼코덴코리아","추모공원","127.0428109768","37.4520321843"
"9390E","061","69","윤미소","010-9442-6323","서울특별시 강남구 테헤란로 513 삼성동 K타워 11층 (삼성동)","02-538-5280","사무실 내 대표이사실 앞","Cardiac Science","츠치야코리아주식회사","127.0573546975","37.5092373876"
"A15M-G4","014","65","최남선","02-998-6973","서울특별시 도봉구 덕릉로63가길 43 (창동 창동대우아파트)","02-998-6973","제2경비초소","메디아나","창동대우아파트","127.0387778224","37.6429227880"
"HeartOn A15-G4","069","42","김준상","02-824-9974","서울특별시 동작구 여의대방로44길 47 대방주공1차아파트 (대방동)","028249974","102동 1층 경비실","메디아나","대방주공1차아파트","126.9304271065","37.5099254976"
"HeartPro NT-280","037","30","김경종","02-720-9425","서울특별시 서대문구 통일로 395 (홍제동 홍제 센트럴 아이파크)","027209425","관리사무소","(주)나눔테크","홍제센트럴아이파크","126.9444328501","37.5846185079"
"HeartKeeper","065","21","홍지영","02-534-8081","서울특별시 서초구 잠원로 60 신반포자이아파트 (잠원동 신반포자이)","02-534-8081","신반포자이아파트 관리사무소 내부","(주)나눔테크","신반포자이아파트","127.0080621224","37.5101763686"
"Heartpro NT-280","018","72","박지유","02-905-0758","서울특별시 노원구 덕릉로60길 222 (월계동 초안산쌍용스윗닷홈아파트)","029050758","104동 3/4라인 현관","(주)나눔테크","초안산쌍용스윗닷홈아파트","127.0439827958","37.6308801974"
"I-PAD NF1200","030","15","이영민","010-4155-2678","서울특별시 종로구 홍지문길 29 종로시니어스타워 (홍지동)","0","당원 지하1층 엘리베이터 앞","씨유메티컬시스템","종로시니어스타워","126.9574255060","37.6020345842"
"heartplus NT-180","079","16","양근대","02-2604-3004","서울특별시 양천구 남부순환로64길 20 공원관리사무소 (신월동)","02-2604-3004","방문자센터","나눔테크","7ㅕ서울특별시서부공원여가센터서서울호수공원","126.8300868878","37.5274318869"
"I-PAD NFK 200","012","27","한재수","02-945-9426","서울특별시 강북구 한천로109길 83 번동솔그린아파트 (번동)","029459426","1층 노인정 입구","씨유메디칼시스템","번동솔그린아파트","127.0392198928","37.6266622872"
"I-PAD NFK200","012","31","박금석","02-984-7172","서울특별시 강북구 월계로37길 65 (번동 번동한진아파트)","029847172","상가 건물3층 관리사무소 옆 남자화장실 앞","씨유메디칼시스템","번동한진아파트","127.0451273853","37.6243959057"
"I-PAD NFK200","010","01","박영희","010-8200-9949","서울특별시 강북구 삼양로 678 교통광장 공영주차장 (우이동)","029460221","사무실 내","씨유메디칼","강북모범운전자회","127.0126665439","37.6633699761"
"HR-501-B","082","58","안미숙","010-5277-7082","서울특별시 구로구 부일로 917 우신고등학교우신중학교 (궁동)","029460221","본관1층 현관 출입구","라디안","우신고등학교","126.8284535172","37.4934735880"
"NFK200","087","89","배진한","880-0114","서울특별시 관악구 남부순환로 1860 사랑의병원 (봉천동)","02-880-0114","구급차 72소2333","씨유메디칼","사랑의병원","126.9562857742","37.4796247835"
"HeartOn A15-G4","152","762","홍석호","02-867-3423","서울특별시 구로구 구일로8길 92 (구로동) 중앙구로하이츠","028673423","관리사무실 입구","메디아나","중앙구로하이츠아파트","126.8760998320","37.4967803923"
"HeartOn A15-G4","152","730","이경의","02-855-4514","서울특별시 구로구 구일로4길 46 (구로동) 현대연예인아파트","028554514","관리사무실 입구","메디아나","현대연예인아파트","126.8778696726","37.4932683106"
"HeartOn A15-G4","152","050","선남귀","02-868-9836","서울특별시 구로구 디지털로 319 (구로동) 현대아파트","028689836","303동 입구","메디아나","구로현대아파트","126.8962000039","37.4882510101"
"HeartOn A15-G4","152","767","김태식","02-856-7146","서울특별시 구로구 디지털로31길 90 (구로동) 삼성래미안아파트","028567146","관리사무실 입구","메디아나","구로삼성래미안아파트","126.8918994986","37.4877317771"
